collection,corpus,transcript,utterance_id,classification,multiplicity,alignment_basis,spacy_subject_surface,spacy_verb_surface,spacy_subject_lemma,spacy_verb_lemma,spacy_verb_pos,spacy_subject_index,spacy_verb_index,ud_subject_surface,ud_verb_surface,ud_subject_lemma,ud_verb_lemma,ud_verb_pos,ud_subject_index,ud_verb_index
Eng-NA,Brown,Brown/Sarah/040209.cha,629,both,1,token_indices,you,know,you,know,VERB,8.0,9.0,you,know,you,know,VERB,8.0,9.0
Eng-NA,Brown,Brown/Sarah/040209.cha,630,both,1,token_indices,she,kept,she,keep,VERB,1.0,2.0,she,kept,she,keep,VERB,1.0,2.0
Eng-NA,Brown,Brown/Sarah/040209.cha,631,both,1,token_indices,she's,gonna,she,go,VERB,1.0,2.0,she's,gonna,she,go,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,1,both,1,token_indices,guy,saying,guy,say,VERB,4.0,5.0,guy,saying,guy,say,VERB,4.0,5.0
Eng-NA,Champaign,Champaign/21P/51G.cha,9,both,1,token_indices,one,do,one,do,VERB,4.0,5.0,one,do,one,do,VERB,4.0,5.0
Eng-NA,Champaign,Champaign/21P/51G.cha,14,both,1,token_indices,I,know,i,know,VERB,1.0,2.0,I,know,i,know,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,14,both,1,token_indices,you,know,you,know,VERB,3.0,4.0,you,know,you,know,VERB,3.0,4.0
Eng-NA,Champaign,Champaign/21P/51G.cha,39,both,1,token_indices,you,gonna,you,go,VERB,3.0,4.0,you,gonna,you,go,VERB,3.0,4.0
Eng-NA,Champaign,Champaign/21P/51G.cha,42,both,1,token_indices,you're,putting,you,put,VERB,1.0,2.0,you're,putting,you,put,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,43,both,1,token_indices,you,need,you,need,VERB,2.0,3.0,you,need,you,need,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,45,both,1,token_indices,you,going,you,go,VERB,2.0,3.0,you,going,you,go,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,46,both,1,token_indices,you,going,you,go,VERB,2.0,3.0,you,going,you,go,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,52,both,1,token_indices,you're,cooking,you,cook,VERB,1.0,2.0,you're,cooking,you,cook,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,54,both,1,token_indices,we,need,we,need,VERB,2.0,3.0,we,need,we,need,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,60,both,1,token_indices,you,see,you,see,VERB,2.0,3.0,you,see,you,see,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,61,both,1,token_indices,they,are,they,be,AUX,4.0,3.0,they,are,they,be,AUX,4.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,68,both,1,token_indices,baby,gets,baby,get,VERB,3.0,4.0,baby,gets,baby,get,VERB,3.0,4.0
Eng-NA,Champaign,Champaign/21P/51G.cha,71,both,1,token_indices,you,get,you,get,VERB,1.0,2.0,you,get,you,get,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,77,both,1,token_indices,mommy,gets,mommy,get,VERB,1.0,2.0,mommy,gets,mommy,get,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,80,both,1,token_indices,who's,gonna,who,go,VERB,1.0,2.0,who's,gonna,who,go,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,82,both,1,token_indices,you,think,you,think,VERB,2.0,3.0,you,think,you,think,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,82,both,1,token_indices,we,have,we,have,VERB,4.0,5.0,we,have,we,have,VERB,4.0,5.0
Eng-NA,Champaign,Champaign/21P/51G.cha,86,both,1,token_indices,he,eat,he,eat,VERB,2.0,3.0,he,eat,he,eat,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,88,both,1,token_indices,you,go,you,go,VERB,5.0,7.0,you,go,you,go,VERB,5.0,7.0
Eng-NA,Champaign,Champaign/21P/51G.cha,93,both,1,token_indices,you,need,you,need,VERB,2.0,3.0,you,need,you,need,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,95,both,1,token_indices,he,sit,he,sit,VERB,2.0,3.0,he,sit,he,sit,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,97,both,1,token_indices,you,want,you,want,VERB,2.0,3.0,you,want,you,want,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,100,both,1,token_indices,he,have,he,have,VERB,1.0,3.0,he,have,he,have,VERB,1.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,104,both,1,token_indices,he,is,he,be,AUX,2.0,3.0,he,is,he,be,AUX,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,109,both,1,token_indices,he,get,he,get,VERB,2.0,3.0,he,get,he,get,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,111,both,1,token_indices,mom,have,mom,have,VERB,1.0,3.0,mom,have,mom,have,VERB,1.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,114,both,1,token_indices,you,gonna,you,go,VERB,2.0,3.0,you,gonna,you,go,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,121,both,1,token_indices,you,think,you,think,VERB,2.0,3.0,you,think,you,think,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,121,both,1,token_indices,we,make,we,make,VERB,4.0,6.0,we,make,we,make,VERB,4.0,6.0
Eng-NA,Champaign,Champaign/21P/51G.cha,125,both,1,token_indices,you,need,you,need,VERB,2.0,3.0,you,need,you,need,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,126,both,1,token_indices,you,getting,you,get,VERB,3.0,4.0,you,getting,you,get,VERB,3.0,4.0
Eng-NA,Champaign,Champaign/21P/51G.cha,129,both,1,token_indices,you,know,you,know,VERB,3.0,4.0,you,know,you,know,VERB,3.0,4.0
Eng-NA,Champaign,Champaign/21P/51G.cha,129,both,1,token_indices,we,need,we,need,VERB,14.0,15.0,we,need,we,need,VERB,14.0,15.0
Eng-NA,Champaign,Champaign/21P/51G.cha,131,both,1,token_indices,she,eat,she,eat,VERB,2.0,4.0,she,eat,she,eat,VERB,2.0,4.0
Eng-NA,Champaign,Champaign/21P/51G.cha,144,both,1,token_indices,I,get,i,get,VERB,2.0,3.0,I,get,i,get,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,146,both,1,token_indices,you,get,you,get,VERB,2.0,3.0,you,get,you,get,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,148,both,1,token_indices,baby,gets,baby,get,VERB,2.0,3.0,baby,gets,baby,get,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,153,both,1,token_indices,baby,get,baby,get,VERB,2.0,3.0,baby,get,baby,get,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,162,both,1,token_indices,you,gonna,you,go,VERB,6.0,7.0,you,gonna,you,go,VERB,6.0,7.0
Eng-NA,Champaign,Champaign/21P/51G.cha,170,both,1,token_indices,they,match,they,match,VERB,1.0,3.0,they,match,they,match,VERB,1.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,180,both,1,token_indices,dishes,are,dish,be,AUX,6.0,7.0,dishes,are,dish,be,AUX,6.0,7.0
Eng-NA,Champaign,Champaign/21P/51G.cha,191,both,1,token_indices,baby,have,baby,have,VERB,2.0,3.0,baby,have,baby,have,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,192,both,1,token_indices,baby,have,baby,have,VERB,1.0,3.0,baby,have,baby,have,VERB,1.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,195,both,1,token_indices,you,want,you,want,VERB,1.0,2.0,you,want,you,want,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,197,both,1,token_indices,you,want,you,want,VERB,2.0,3.0,you,want,you,want,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,202,both,1,token_indices,I,get,i,get,VERB,2.0,3.0,I,get,i,get,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,205,both,1,token_indices,you,go,you,go,VERB,2.0,3.0,you,go,you,go,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,208,both,1,token_indices,baby,need,baby,need,VERB,1.0,3.0,baby,need,baby,need,VERB,1.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,221,both,1,token_indices,you're,gonna,you,go,VERB,5.0,6.0,you're,gonna,you,go,VERB,5.0,6.0
Eng-NA,Champaign,Champaign/21P/51G.cha,222,both,1,token_indices,you,have,you,have,VERB,2.0,3.0,you,have,you,have,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,227,both,1,token_indices,baby,have,baby,have,VERB,2.0,3.0,baby,have,baby,have,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,228,both,1,token_indices,you,see,you,see,VERB,1.0,2.0,you,see,you,see,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,233,both,1,token_indices,we,give,we,give,VERB,2.0,3.0,we,give,we,give,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,239,both,1,token_indices,you,trying,you,try,VERB,3.0,4.0,you,trying,you,try,VERB,3.0,4.0
Eng-NA,Champaign,Champaign/21P/51G.cha,241,both,1,token_indices,you,looking,you,look,VERB,3.0,4.0,you,looking,you,look,VERB,3.0,4.0
Eng-NA,Champaign,Champaign/21P/51G.cha,243,both,1,token_indices,you,gonna,you,go,VERB,6.0,7.0,you,gonna,you,go,VERB,6.0,7.0
Eng-NA,Champaign,Champaign/21P/51G.cha,248,both,1,token_indices,you,have,you,have,VERB,2.0,3.0,you,have,you,have,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,249,both,1,token_indices,we,go,we,go,VERB,2.0,3.0,we,go,we,go,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,253,both,1,token_indices,you,put,you,put,VERB,1.0,3.0,you,put,you,put,VERB,1.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,256,both,1,token_indices,it,go,it,go,VERB,1.0,3.0,it,go,it,go,VERB,1.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,260,both,1,token_indices,you,put,you,put,VERB,2.0,3.0,you,put,you,put,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,262,both,1,token_indices,we,get,we,get,VERB,2.0,3.0,we,get,we,get,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,268,both,1,token_indices,you,want,you,want,VERB,2.0,3.0,you,want,you,want,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,269,both,1,token_indices,who's,gonna,who,go,VERB,1.0,2.0,who's,gonna,who,go,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,271,both,1,token_indices,baby,have,baby,have,VERB,1.0,2.0,baby,have,baby,have,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,274,both,1,token_indices,who's,gonna,who,go,VERB,1.0,2.0,who's,gonna,who,go,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,276,both,1,token_indices,who's,gonna,who,go,VERB,1.0,2.0,who's,gonna,who,go,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,282,both,1,token_indices,who's,gonna,who,go,VERB,1.0,2.0,who's,gonna,who,go,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,283,both,1,token_indices,who,wants,who,want,VERB,1.0,2.0,who,wants,who,want,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,285,both,1,token_indices,you,want,you,want,VERB,1.0,2.0,you,want,you,want,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,292,both,1,token_indices,who's,gonna,who,go,VERB,1.0,2.0,who's,gonna,who,go,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,294,both,1,token_indices,you,want,you,want,VERB,1.0,2.0,you,want,you,want,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,301,both,1,token_indices,who's,having,who,have,VERB,1.0,2.0,who's,having,who,have,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,304,both,1,token_indices,bear,going,bear,go,VERB,1.0,3.0,bear,going,bear,go,VERB,1.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,306,both,1,token_indices,who,gets,who,get,VERB,1.0,2.0,who,gets,who,get,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,316,both,1,token_indices,who,gets,who,get,VERB,1.0,2.0,who,gets,who,get,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,330,both,1,token_indices,you,want,you,want,VERB,2.0,3.0,you,want,you,want,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,333,both,1,token_indices,who,gets,who,get,VERB,1.0,2.0,who,gets,who,get,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,337,both,1,token_indices,baby,gets,baby,get,VERB,1.0,2.0,baby,gets,baby,get,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,341,both,1,token_indices,you,need,you,need,VERB,2.0,3.0,you,need,you,need,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,347,both,1,token_indices,who,wants,who,want,VERB,2.0,3.0,who,wants,who,want,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,352,both,1,token_indices,we,put,we,put,VERB,3.0,4.0,we,put,we,put,VERB,3.0,4.0
Eng-NA,Champaign,Champaign/21P/51G.cha,353,both,1,token_indices,mama,have,mama,have,VERB,2.0,3.0,mama,have,mama,have,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,354,both,1,token_indices,I,put,i,put,VERB,2.0,3.0,I,put,i,put,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,356,both,1,token_indices,you,want,you,want,VERB,1.0,2.0,you,want,you,want,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,360,both,1,token_indices,baby,has,baby,have,VERB,1.0,2.0,baby,has,baby,have,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,363,both,1,token_indices,who's,gonna,who,go,VERB,1.0,2.0,who's,gonna,who,go,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,369,both,1,token_indices,who's,gonna,who,go,VERB,1.0,2.0,who's,gonna,who,go,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,374,both,1,token_indices,who's,gonna,who,go,VERB,1.0,2.0,who's,gonna,who,go,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,378,both,1,token_indices,baby,has,baby,have,VERB,1.0,2.0,baby,has,baby,have,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,380,both,1,token_indices,who's,gonna,who,go,VERB,1.0,2.0,who's,gonna,who,go,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,382,both,1,token_indices,you,like,you,like,VERB,2.0,3.0,you,like,you,like,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,385,both,1,token_indices,you,want,you,want,VERB,1.0,2.0,you,want,you,want,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,386,both,1,token_indices,you're,gonna,you,go,VERB,1.0,2.0,you're,gonna,you,go,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,391,both,1,token_indices,who,wants,who,want,VERB,1.0,2.0,who,wants,who,want,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,394,both,1,token_indices,who's,gonna,who,go,VERB,1.0,2.0,who's,gonna,who,go,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,398,both,1,token_indices,you,gonna,you,go,VERB,2.0,3.0,you,gonna,you,go,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,401,both,1,token_indices,you,gonna,you,go,VERB,2.0,3.0,you,gonna,you,go,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,403,both,1,token_indices,you,want,you,want,VERB,2.0,3.0,you,want,you,want,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,407,both,1,token_indices,mama,have,mama,have,VERB,2.0,3.0,mama,have,mama,have,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,408,both,1,token_indices,I,have,i,have,VERB,2.0,3.0,I,have,i,have,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,410,both,1,token_indices,you,want,you,want,VERB,2.0,3.0,you,want,you,want,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,412,both,1,token_indices,who,wants,who,want,VERB,1.0,2.0,who,wants,who,want,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,419,both,1,token_indices,mommy,have,mommy,have,VERB,1.0,2.0,mommy,have,mommy,have,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,421,both,1,token_indices,you,want,you,want,VERB,2.0,3.0,you,want,you,want,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,425,both,1,token_indices,you,want,you,want,VERB,1.0,2.0,you,want,you,want,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,430,both,1,token_indices,you,want,you,want,VERB,1.0,2.0,you,want,you,want,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,432,both,1,token_indices,you,have,you,have,VERB,1.0,3.0,you,have,you,have,VERB,1.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,433,both,1,token_indices,you,want,you,want,VERB,1.0,2.0,you,want,you,want,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,434,both,1,token_indices,it,has,it,have,VERB,1.0,2.0,it,has,it,have,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,436,both,1,token_indices,you,want,you,want,VERB,1.0,2.0,you,want,you,want,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,437,both,1,token_indices,you,want,you,want,VERB,3.0,4.0,you,want,you,want,VERB,3.0,4.0
Eng-NA,Champaign,Champaign/21P/51G.cha,439,both,1,token_indices,you're,putting,you,put,VERB,1.0,2.0,you're,putting,you,put,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,444,both,1,token_indices,you,eating,you,eat,VERB,2.0,3.0,you,eating,you,eat,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,446,both,1,token_indices,I,need,i,need,VERB,2.0,3.0,I,need,i,need,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,450,both,1,token_indices,you,gonna,you,go,VERB,1.0,2.0,you,gonna,you,go,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,452,both,1,token_indices,baby,need,baby,need,VERB,2.0,3.0,baby,need,baby,need,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,454,both,1,token_indices,you,want,you,want,VERB,1.0,2.0,you,want,you,want,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,455,both,1,token_indices,you,go,you,go,VERB,1.0,2.0,you,go,you,go,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,457,both,1,token_indices,you,reach,you,reach,VERB,2.0,3.0,you,reach,you,reach,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,461,both,1,token_indices,you,want,you,want,VERB,3.0,4.0,you,want,you,want,VERB,3.0,4.0
Eng-NA,Champaign,Champaign/21P/51G.cha,472,both,1,token_indices,you,get,you,get,VERB,2.0,3.0,you,get,you,get,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,476,both,1,token_indices,you,go,you,go,VERB,2.0,3.0,you,go,you,go,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,478,both,1,token_indices,you,gonna,you,go,VERB,2.0,3.0,you,gonna,you,go,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,482,both,1,token_indices,I,have,i,have,VERB,2.0,3.0,I,have,i,have,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,483,both,1,token_indices,I,have,i,have,VERB,2.0,3.0,I,have,i,have,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,499,both,1,token_indices,you,need,you,need,VERB,2.0,3.0,you,need,you,need,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,508,both,1,token_indices,you're,gonna,you,go,VERB,1.0,2.0,you're,gonna,you,go,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,511,both,1,token_indices,I,feed,i,feed,VERB,2.0,3.0,I,feed,i,feed,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,533,both,1,token_indices,you,get,you,get,VERB,2.0,3.0,you,get,you,get,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,535,both,1,token_indices,bowls,go,bowl,go,VERB,4.0,5.0,bowls,go,bowl,go,VERB,4.0,5.0
Eng-NA,Champaign,Champaign/21P/51G.cha,543,both,1,token_indices,I,get,i,get,VERB,2.0,3.0,I,get,i,get,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,547,both,1,token_indices,plates,go,plate,go,VERB,3.0,4.0,plates,go,plate,go,VERB,3.0,4.0
Eng-NA,Champaign,Champaign/21P/51G.cha,550,both,1,token_indices,that,stays,that,stay,VERB,1.0,2.0,that,stays,that,stay,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,552,both,1,token_indices,you,want,you,want,VERB,2.0,3.0,you,want,you,want,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,560,both,1,token_indices,we've,got,we,get,VERB,2.0,3.0,we've,got,we,get,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,563,both,1,token_indices,you,have,you,have,VERB,2.0,3.0,you,have,you,have,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,566,both,1,token_indices,spoons,go,spoon,go,VERB,1.0,2.0,spoons,go,spoon,go,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,568,both,1,token_indices,you,want,you,want,VERB,2.0,3.0,you,want,you,want,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,568,both,1,token_indices,you,put,you,put,VERB,13.0,15.0,you,put,you,put,VERB,13.0,15.0
Eng-NA,Champaign,Champaign/21P/51G.cha,569,both,1,token_indices,I'll,clean,i,clean,VERB,1.0,2.0,I'll,clean,i,clean,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,573,both,1,token_indices,I,dropped,i,drop,VERB,3.0,4.0,I,dropped,i,drop,VERB,3.0,4.0
Eng-NA,Champaign,Champaign/21P/51G.cha,574,both,1,token_indices,you,find,you,find,VERB,2.0,3.0,you,find,you,find,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,575,both,1,token_indices,you,get,you,get,VERB,2.0,3.0,you,get,you,get,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,577,both,1,token_indices,you,see,you,see,VERB,2.0,3.0,you,see,you,see,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,581,both,1,token_indices,you,find,you,find,VERB,4.0,5.0,you,find,you,find,VERB,4.0,5.0
Eng-NA,Champaign,Champaign/21P/51G.cha,586,both,1,token_indices,you,remember,you,remember,VERB,2.0,3.0,you,remember,you,remember,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,587,both,1,token_indices,they,go,they,go,VERB,1.0,2.0,they,go,they,go,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,594,both,1,token_indices,I'll,put,i,put,VERB,1.0,2.0,I'll,put,i,put,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,594,both,1,token_indices,you,put,you,put,VERB,7.0,9.0,you,put,you,put,VERB,7.0,9.0
Eng-NA,Champaign,Champaign/21P/51G.cha,596,both,1,token_indices,you,get,you,get,VERB,2.0,3.0,you,get,you,get,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,597,both,1,token_indices,you,want,you,want,VERB,3.0,4.0,you,want,you,want,VERB,3.0,4.0
Eng-NA,Champaign,Champaign/21P/51G.cha,603,both,1,token_indices,you,putting,you,put,VERB,1.0,2.0,you,putting,you,put,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,604,both,1,token_indices,I,think,i,think,VERB,1.0,2.0,I,think,i,think,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,605,both,1,token_indices,that'll,fits,that,fit,VERB,3.0,4.0,that'll,fits,that,fit,VERB,3.0,4.0
Eng-NA,Champaign,Champaign/21P/51G.cha,607,both,1,token_indices,honey,put,honey,put,VERB,1.0,3.0,honey,put,honey,put,VERB,1.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,608,both,1,token_indices,you,go,you,go,VERB,2.0,3.0,you,go,you,go,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,609,both,1,token_indices,we,put,we,put,VERB,2.0,3.0,we,put,we,put,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,615,both,1,token_indices,we,close,we,close,VERB,2.0,3.0,we,close,we,close,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,619,both,1,token_indices,we,put,we,put,VERB,3.0,4.0,we,put,we,put,VERB,3.0,4.0
Eng-NA,Champaign,Champaign/21P/51G.cha,626,both,1,token_indices,we,put,we,put,VERB,3.0,4.0,we,put,we,put,VERB,3.0,4.0
Eng-NA,Champaign,Champaign/21P/51G.cha,630,both,1,token_indices,you,want,you,want,VERB,1.0,2.0,you,want,you,want,VERB,1.0,2.0
Eng-NA,Champaign,Champaign/21P/51G.cha,632,both,1,token_indices,you,want,you,want,VERB,3.0,4.0,you,want,you,want,VERB,3.0,4.0
Eng-NA,Champaign,Champaign/21P/51G.cha,633,both,1,token_indices,he,sit,he,sit,VERB,2.0,3.0,he,sit,he,sit,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,636,both,1,token_indices,you,want,you,want,VERB,2.0,3.0,you,want,you,want,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,637,both,1,token_indices,you,want,you,want,VERB,3.0,4.0,you,want,you,want,VERB,3.0,4.0
Eng-NA,Champaign,Champaign/21P/51G.cha,643,both,1,token_indices,you,gonna,you,go,VERB,2.0,3.0,you,gonna,you,go,VERB,2.0,3.0
Eng-NA,Champaign,Champaign/21P/51G.cha,647,both,1,token_indices,you,gonna,you,go,VERB,3.0,4.0,you,gonna,you,go,VERB,3.0,4.0
Eng-NA,Champaign,Champaign/21P/51G.cha,650,both,1,token_indices,you,ate,you,eat,VERB,1.0,3.0,you,ate,you,eat,VERB,1.0,3.0
